11/09/2020 00:00:37|INFO    |root                            |Throttling opensubtitles for 20 minutes, until 20/09/11 00:20, because of: ServiceUnavailable. Exception info: '503'|
11/09/2020 23:02:50|INFO    |subliminal_patch.core           |Listing subtitles for <Episode ["Zoey's Extraordinary Playlist", 2020, 1x1]>|
11/09/2020 23:02:50|INFO    |subliminal_patch.core           |Listing subtitles with provider 'legendasdivx' and languages {<Language [pt]>, <Language [pt-BR]>}|
11/09/2020 23:02:50|INFO    |subliminal_patch.core           |Initializing provider legendasdivx|
11/09/2020 23:02:50|DEBUG   |subliminal_patch.providers.legendasdivx|Legendasdivx.pt :: Creating session for requests|
11/09/2020 23:02:50|DEBUG   |subliminal_patch.providers.legendasdivx|Legendasdivx.pt :: Re-using previous legendasdivx cookies: <RequestsCookieJar[<Cookie PHPSESSID=eiaof1k89plnqf3firvck7ib80 for .legendasdivx.pt/>, <Cookie phpbb3_2z8zs_k= for .legendasdivx.pt/>, <Cookie phpbb3_2z8zs_sid=5fdc70e0c19235a983663540bb583a2b for .legendasdivx.pt/>, <Cookie phpbb3_2z8zs_u=386555 for .legendasdivx.pt/>, <Cookie lang=portuguese for www.legendasdivx.pt/>]>|
11/09/2020 23:02:51|DEBUG   |urllib3.connectionpool          |Starting new HTTPS connection (1): www.legendasdivx.pt:443|
11/09/2020 23:02:51|DEBUG   |subliminal_patch.http           |DNS: Falling back to default DNS or IP on www.legendasdivx.pt|
11/09/2020 23:02:51|DEBUG   |urllib3.connectionpool          |https://www.legendasdivx.pt:443 "GET /modules.php?name=Downloads&file=jz&d_op=search&op=_jz00&query=%2522Zoey%2527s%2520Extraordinary%2520Playlist%2520S01E01%2522&form_cat=28 HTTP/1.1" 200 5533|
11/09/2020 23:02:51|WARNING |subliminal_patch.providers.legendasdivx|Legendasdivx.pt :: query %2522Zoey%2527s%2520Extraordinary%2520Playlist%2520S01E01%2522&form_cat=28 return no results!|
11/09/2020 23:02:51|DEBUG   |subliminal_patch.providers.legendasdivx|Legendasdivx.pt :: trying again with just series and season on query.|
11/09/2020 23:02:51|DEBUG   |urllib3.connectionpool          |https://www.legendasdivx.pt:443 "GET /modules.php?name=Downloads&file=jz&d_op=search&op=_jz00&query=%2522Zoey%2527s%2520Extraordinary%2520Playlist%2520S01%2522&form_cat=28 HTTP/1.1" 200 5530|
11/09/2020 23:02:51|WARNING |subliminal_patch.providers.legendasdivx|Legendasdivx.pt :: query %2522Zoey%2527s%2520Extraordinary%2520Playlist%2520S01%2522&form_cat=28 return no results (for series and season only).|
11/09/2020 23:02:51|INFO    |subliminal_patch.core           |Listing subtitles with provider 'legendastv' and languages {<Language [pt]>, <Language [pt-BR]>}|
11/09/2020 23:02:51|INFO    |subliminal_patch.core           |Initializing provider legendastv|
11/09/2020 23:02:51|INFO    |subliminal.providers.legendastv |Logging in|
11/09/2020 23:02:51|DEBUG   |urllib3.connectionpool          |Starting new HTTP connection (1): legendas.tv:80|
11/09/2020 23:02:51|DEBUG   |subliminal_patch.http           |DNS: Falling back to default DNS or IP on legendas.tv|
11/09/2020 23:02:52|DEBUG   |urllib3.connectionpool          |http://legendas.tv:80 "POST /login HTTP/1.1" 302 20|
11/09/2020 23:02:52|DEBUG   |chardet.universaldetector       |no data received!|
11/09/2020 23:02:52|DEBUG   |chardet.universaldetector       |no probers hit minimum threshold|
11/09/2020 23:02:52|DEBUG   |chardet.universaldetector       |no data received!|
11/09/2020 23:02:52|DEBUG   |chardet.universaldetector       |no probers hit minimum threshold|
11/09/2020 23:02:52|DEBUG   |subliminal.providers.legendastv |Logged in|
11/09/2020 23:02:52|INFO    |subliminal_patch.providers.legendastv|Getting archives for title 52976 and language 10|
11/09/2020 23:02:52|DEBUG   |urllib3.connectionpool          |http://legendas.tv:80 "GET /legenda/busca/-/10/-/0/52976 HTTP/1.1" 200 2888|
11/09/2020 23:02:52|DEBUG   |subliminal.providers.legendastv |Found 0 archives|
11/09/2020 23:02:52|INFO    |subliminal_patch.providers.legendastv|No archives found for title 52976 and language 10|
11/09/2020 23:02:52|INFO    |subliminal_patch.providers.legendastv|Getting archives for title 52976 and language 1|
11/09/2020 23:02:53|DEBUG   |urllib3.connectionpool          |http://legendas.tv:80 "GET /legenda/busca/-/1/-/0/52976 HTTP/1.1" 200 3899|
11/09/2020 23:02:53|INFO    |subliminal.providers.legendastv |Found archive for title 52976 and language 1 at page 0: <LegendasTVArchive [5ee63cea2ea93] 'Zoeys.Extraordinary.Playlist.S01.WEBRip.x264-ION10'>|
11/09/2020 23:02:53|INFO    |subliminal.providers.legendastv |Found archive for title 52976 and language 1 at page 0: <LegendasTVArchive [5ee3e7b5e8a17] 'Zoeys.Extraordinary.Playlist.S01.720p-1080p.AMZN.WEBRip.DDP5.1.x264.'>|
11/09/2020 23:02:53|DEBUG   |subliminal.providers.legendastv |Mismatched episode 2, discarding archive: Zoeys.Extraordinary.Playlist.S01E02.1080p.AMZN.WEB-DL.DDP5.1.H.264-TEPES|
11/09/2020 23:02:53|INFO    |subliminal.providers.legendastv |Found archive for title 52976 and language 1 at page 0: <LegendasTVArchive [5ebb33f37f910] 'Zoeys.Extraordinary.Playlist.S01E01.1080p.AMZN.WEB-DL.DDP5.1.H.264-TEPES'>|
11/09/2020 23:02:53|DEBUG   |subliminal.providers.legendastv |Mismatched episode 12, discarding archive: Zoeys.Extraordinary.Playlist.S01E12.WEBRip.x264-ION10-TEPES|
11/09/2020 23:02:53|DEBUG   |subliminal.providers.legendastv |Mismatched episode 11, discarding archive: Zoeys.Extraordinary.Playlist.S01E11.WEBRip.x264-ION10-TEPES|
11/09/2020 23:02:53|DEBUG   |subliminal.providers.legendastv |Mismatched episode 10, discarding archive: Zoeys.Extraordinary.Playlist.S01E10.WEBRip.x264-ION10-TEPES|
11/09/2020 23:02:53|DEBUG   |subliminal.providers.legendastv |Mismatched episode 9, discarding archive: Zoeys.Extraordinary.Playlist.S01E09.WEBRip.x264-ION10-AMRAP-METCON-TEPES|
11/09/2020 23:02:53|DEBUG   |subliminal.providers.legendastv |Mismatched episode 8, discarding archive: Zoeys.Extraordinary.Playlist.S01E08.WEBRip.x264-ION10-TEPES|
11/09/2020 23:02:53|DEBUG   |subliminal.providers.legendastv |Mismatched episode 7, discarding archive: Zoeys.Extraordinary.Playlist.S01E07.WEBRip.x264-ION10-AMRAP-METCON-TEPES|
11/09/2020 23:02:53|DEBUG   |subliminal.providers.legendastv |Mismatched episode 6, discarding archive: Zoeys.Extraordinary.Playlist.S01E06.WEBRip.x264-ION10-TEPES|
11/09/2020 23:02:53|DEBUG   |subliminal.providers.legendastv |Mismatched episode 5, discarding archive: Zoeys.Extraordinary.Playlist.S01E05.WEBRip.x264-ION10-AMRAP-METCON-TEPES|
11/09/2020 23:02:53|DEBUG   |subliminal.providers.legendastv |Mismatched episode 4, discarding archive: Zoeys.Extraordinary.Playlist.S01E04.WEBRip.x264-ION10-AMRAP-METCON-TEPES|
11/09/2020 23:02:53|DEBUG   |subliminal.providers.legendastv |Mismatched episode 3, discarding archive: Zoeys.Extraordinary.Playlist.S01E03.WEBRip.x264-ION10-TEPES|
11/09/2020 23:02:53|DEBUG   |subliminal.providers.legendastv |Mismatched episode 2, discarding archive: Zoeys.Extraordinary.Playlist.S01E02.WEBRip.x264-ION10-TRUMP-TEPES|
11/09/2020 23:02:53|INFO    |subliminal.providers.legendastv |Found archive for title 52976 and language 1 at page 0: <LegendasTVArchive [5e167a8892aaf] 'Zoeys.Extraordinary.Playlist.S01E01.1080p.WEB.x264-XLF-BAMBOOZLE-TRUMP'>|
11/09/2020 23:02:53|DEBUG   |subliminal.providers.legendastv |Found 4 archives|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5ebb33f37f910/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01E01_1080p_AMZN_WEB_DL_DDP5_1_H_264_TEPES' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5e167a8892aaf/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01E01_1080p_WEB_x264_XLF_BAMBOOZLE_TRUMP' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5e167a8892aaf/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01E01_1080p_WEB_x264_XLF_BAMBOOZLE_TRUMP' [pt-BR:None]>|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.legendastv|Found subtitle <LegendasTVSubtitle 'http://legendas.tv/download/5e167a8892aaf/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01E01_1080p_WEB_x264_XLF_BAMBOOZLE_TRUMP' [pt-BR:None]>|
11/09/2020 23:02:53|INFO    |subliminal_patch.core           |Listing subtitles with provider 'opensubtitles' and languages {<Language [pt]>, <Language [pt-BR]>}|
11/09/2020 23:02:53|INFO    |subliminal_patch.core           |Initializing provider opensubtitles|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.opensubtitles|Using timeout: 15|
11/09/2020 23:02:53|DEBUG   |subliminal_patch.providers.opensubtitles|Using previous login token: 'rrXlD3mcITXXXXXXXXXXXXXXXXX'|
11/09/2020 23:02:53|INFO    |subliminal_patch.providers.opensubtitles|Searching subtitles [{'moviehash': '7776329663b31070', 'moviebytesize': '3304919143', 'sublanguageid': 'pob,por'}, {'query': 'Zoeys Extraordinary Playlist', 'season': 1, 'episode': 1, 'sublanguageid': 'pob,por'}]|
11/09/2020 23:02:54|DEBUG   |urllib3.connectionpool          |Starting new HTTP connection (1): api.opensubtitles.org:80|
11/09/2020 23:02:54|DEBUG   |subliminal_patch.http           |DNS: Falling back to default DNS or IP on api.opensubtitles.org|
11/09/2020 23:02:54|DEBUG   |urllib3.connectionpool          |http://api.opensubtitles.org:80 "POST /xml-rpc HTTP/1.1" 200 1444|
11/09/2020 23:02:54|DEBUG   |subliminal_patch.providers.opensubtitles|Found subtitle <OpenSubtitlesSubtitle 'http://www.opensubtitles.org/en/subtitles/8347653/sid-rrXlD3mcITYW-SLOi7L4gBf2xGa/zoey-s-extraordinary-playlist-pilot-pt' [pt:None]> by fulltext|
11/09/2020 23:02:54|DEBUG   |subliminal_patch.providers.opensubtitles|Found subtitle <OpenSubtitlesSubtitle 'http://www.opensubtitles.org/en/subtitles/8155102/sid-rrXlD3mcITYW-SLOi7L4gBf2xGa/zoey-s-extraordinary-playlist-pilot-pb' [pt-BR:None]> by fulltext|
11/09/2020 23:02:54|INFO    |subliminal_patch.core           |Found 30 subtitle(s)|
11/09/2020 23:02:54|DEBUG   |subliminal.core                 |Terminating initialized providers|
11/09/2020 23:02:54|INFO    |subliminal_patch.core           |Terminating provider legendasdivx|
11/09/2020 23:02:54|INFO    |subliminal_patch.core           |Terminating provider legendastv|
11/09/2020 23:02:54|INFO    |subliminal.providers.legendastv |Logging out|
11/09/2020 23:02:54|DEBUG   |urllib3.connectionpool          |http://legendas.tv:80 "GET /users/logout HTTP/1.1" 302 20|
11/09/2020 23:02:54|DEBUG   |subliminal.providers.legendastv |Logged out|
11/09/2020 23:02:54|INFO    |subliminal_patch.core           |Terminating provider opensubtitles|
11/09/2020 23:02:54|INFO    |subliminal_patch.score          |<LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>: Computing score for video <Episode ["Zoey's Extraordinary Playlist", 2020, 1x1]> with {'hearing_impaired': False}|
11/09/2020 23:02:54|DEBUG   |subliminal_patch.score          |Matched hearing_impaired|
11/09/2020 23:02:54|INFO    |subliminal_patch.score          |<LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>: Computed score 340 with final matches {'season', 'episode', 'video_codec', 'series', 'source', 'hearing_impaired', 'year'}|
11/09/2020 23:02:54|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:54|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:54|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:54|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:54|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:54|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:54|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:55|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:55|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:55|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:55|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee63cea2ea93/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_WEBRip_x264_ION10' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:55|INFO    |subliminal_patch.score          |<LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>: Computing score for video <Episode ["Zoey's Extraordinary Playlist", 2020, 1x1]> with {'hearing_impaired': False}|
11/09/2020 23:02:55|DEBUG   |subliminal_patch.score          |Matched hearing_impaired|
11/09/2020 23:02:55|INFO    |subliminal_patch.score          |<LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>: Computed score 360 with final matches {'season', 'episode', 'video_codec', 'series', 'release_group', 'source', 'audio_codec', 'hearing_impaired', 'resolution', 'year'}|
11/09/2020 23:02:55|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:55|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:55|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:55|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:55|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:55|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:56|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:56|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:56|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:56|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:56|DEBUG   |root                            |BAZARR Skipping <LegendasTVSubtitle 'http://legendas.tv/download/5ee3e7b5e8a17/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01_720p_1080p_AMZN_WEBRip_DDP5_1_x264' [pt-BR:None]>, because it doesn't match our series/episode|
11/09/2020 23:02:56|INFO    |subliminal_patch.score          |<LegendasTVSubtitle 'http://legendas.tv/download/5ebb33f37f910/Zoeys_Extraordinary_Playlist/Zoeys_Extraordinary_Playlist_S01E01_1080p_AMZN_WEB_DL_DDP5_1_H_264_TEPES' [pt-BR:None]>: Computing score for video <Episode ["Zoey's Extraordinary Playlist", 2020, 1x1]> with {'hearing_impaired': False}|
11/09/2020 23:02:56|DEBUG   |subliminal_patch.score          |Matched hearing_impaired|
